stage,shard_id,start_ts,duration_s,notes
shamir_split,shard_65,1761272733.6207764,0.000000,n=5;t=3
distribute_shares,shard_65,1761272733.627446,0.001890,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_65,1761272733.6303382,0.023637,replicated_to=5
encrypt,shard_66,1761272733.653975,0.000000,rows=3000
save_enc,shard_66,1761272733.653975,0.000000,3_p2p_storage\shards\shard_66.enc
shamir_split,shard_66,1761272733.653975,0.000000,n=5;t=3
distribute_shares,shard_66,1761272733.653975,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_66,1761272733.653975,0.031155,replicated_to=5
encrypt,shard_67,1761272733.686357,0.002775,rows=3000
save_enc,shard_67,1761272733.6891325,0.001576,3_p2p_storage\shards\shard_67.enc
shamir_split,shard_67,1761272733.6907082,0.000000,n=5;t=3
distribute_shares,shard_67,1761272733.6907082,0.003925,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_67,1761272733.6946332,0.021974,replicated_to=5
encrypt,shard_68,1761272733.7185898,0.002021,rows=3000
save_enc,shard_68,1761272733.7206109,0.001803,3_p2p_storage\shards\shard_68.enc
shamir_split,shard_68,1761272733.7224135,0.001651,n=5;t=3
distribute_shares,shard_68,1761272733.724064,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_68,1761272733.724064,0.029066,replicated_to=5
encrypt,shard_69,1761272733.7545156,0.002784,rows=3000
save_enc,shard_69,1761272733.7573,0.003453,3_p2p_storage\shards\shard_69.enc
shamir_split,shard_69,1761272733.7607532,0.000000,n=5;t=3
distribute_shares,shard_69,1761272733.7607532,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_69,1761272733.7607532,0.026245,replicated_to=5
encrypt,shard_70,1761272733.7869985,0.008787,rows=3000
save_enc,shard_70,1761272733.7957857,0.000000,3_p2p_storage\shards\shard_70.enc
shamir_split,shard_70,1761272733.7957857,0.000000,n=5;t=3
distribute_shares,shard_70,1761272733.7957857,0.005075,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_70,1761272733.8019843,0.022955,replicated_to=5
encrypt,shard_71,1761272733.826113,0.002559,rows=3000
save_enc,shard_71,1761272733.828672,0.000000,3_p2p_storage\shards\shard_71.enc
shamir_split,shard_71,1761272733.828672,0.000000,n=5;t=3
distribute_shares,shard_71,1761272733.828672,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_71,1761272733.828672,0.028853,replicated_to=5
encrypt,shard_72,1761272733.8575246,0.001530,rows=3000
save_enc,shard_72,1761272733.8590548,0.000000,3_p2p_storage\shards\shard_72.enc
shamir_split,shard_72,1761272733.8618522,0.000000,n=5;t=3
distribute_shares,shard_72,1761272733.8618522,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_72,1761272733.8618522,0.022406,replicated_to=5
encrypt,shard_73,1761272733.8854673,0.002433,rows=3000
save_enc,shard_73,1761272733.8878999,0.000000,3_p2p_storage\shards\shard_73.enc
shamir_split,shard_73,1761272733.889989,0.000000,n=5;t=3
distribute_shares,shard_73,1761272733.889989,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_73,1761272733.889989,0.022604,replicated_to=5
encrypt,shard_74,1761272733.9125931,0.003738,rows=3000
save_enc,shard_74,1761272733.9163313,0.000000,3_p2p_storage\shards\shard_74.enc
shamir_split,shard_74,1761272733.9163313,0.002476,n=5;t=3
distribute_shares,shard_74,1761272733.9188073,0.002008,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_74,1761272733.9220214,0.018010,replicated_to=5
encrypt,shard_75,1761272733.9419434,0.001515,rows=3000
save_enc,shard_75,1761272733.9434586,0.000000,3_p2p_storage\shards\shard_75.enc
shamir_split,shard_75,1761272733.9464128,0.000000,n=5;t=3
distribute_shares,shard_75,1761272733.9464128,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_75,1761272733.9464128,0.027059,replicated_to=5
encrypt,shard_76,1761272733.9744914,0.002192,rows=3000
save_enc,shard_76,1761272733.9776828,0.000000,3_p2p_storage\shards\shard_76.enc
shamir_split,shard_76,1761272733.9776828,0.000000,n=5;t=3
distribute_shares,shard_76,1761272733.979298,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_76,1761272733.979298,0.025204,replicated_to=5
encrypt,shard_77,1761272734.0045025,0.002885,rows=3000
save_enc,shard_77,1761272734.0089014,0.000000,3_p2p_storage\shards\shard_77.enc
shamir_split,shard_77,1761272734.0101123,0.000000,n=5;t=3
distribute_shares,shard_77,1761272734.0101123,0.002013,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_77,1761272734.012125,0.026161,replicated_to=5
encrypt,shard_78,1761272734.038286,0.000000,rows=3000
save_enc,shard_78,1761272734.038286,0.000000,3_p2p_storage\shards\shard_78.enc
shamir_split,shard_78,1761272734.0452178,0.000000,n=5;t=3
distribute_shares,shard_78,1761272734.0452178,0.001450,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_78,1761272734.0485146,0.022645,replicated_to=5
encrypt,shard_79,1761272734.07116,0.000000,rows=3000
save_enc,shard_79,1761272734.07116,0.000000,3_p2p_storage\shards\shard_79.enc
shamir_split,shard_79,1761272734.07116,0.000000,n=5;t=3
distribute_shares,shard_79,1761272734.07116,0.008214,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_79,1761272734.0793736,0.031084,replicated_to=5
encrypt,shard_80,1761272734.110458,0.000000,rows=3000
save_enc,shard_80,1761272734.110458,0.000000,3_p2p_storage\shards\shard_80.enc
shamir_split,shard_80,1761272734.110458,0.006254,n=5;t=3
distribute_shares,shard_80,1761272734.1172206,0.001730,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_80,1761272734.1202397,0.022143,replicated_to=5
encrypt,shard_81,1761272734.142383,0.003240,rows=3000
save_enc,shard_81,1761272734.145623,0.000000,3_p2p_storage\shards\shard_81.enc
shamir_split,shard_81,1761272734.1486168,0.000000,n=5;t=3
distribute_shares,shard_81,1761272734.1486168,0.003660,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_81,1761272734.1522768,0.023364,replicated_to=5
encrypt,shard_82,1761272734.1756406,0.001693,rows=3000
save_enc,shard_82,1761272734.1773338,0.000000,3_p2p_storage\shards\shard_82.enc
shamir_split,shard_82,1761272734.1803234,0.000000,n=5;t=3
distribute_shares,shard_82,1761272734.1803234,0.002448,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_82,1761272734.1827717,0.022156,replicated_to=5
encrypt,shard_83,1761272734.2070155,0.000000,rows=3000
save_enc,shard_83,1761272734.2070155,0.000000,3_p2p_storage\shards\shard_83.enc
shamir_split,shard_83,1761272734.2070155,0.000000,n=5;t=3
distribute_shares,shard_83,1761272734.2070155,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_83,1761272734.2070155,0.030066,replicated_to=5
encrypt,shard_84,1761272734.2381425,0.002519,rows=3000
save_enc,shard_84,1761272734.2406616,0.000000,3_p2p_storage\shards\shard_84.enc
shamir_split,shard_84,1761272734.2430978,0.000000,n=5;t=3
distribute_shares,shard_84,1761272734.2430978,0.002532,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_84,1761272734.24563,0.014657,replicated_to=5
encrypt,shard_85,1761272734.269417,0.001814,rows=3000
save_enc,shard_85,1761272734.2712314,0.002364,3_p2p_storage\shards\shard_85.enc
shamir_split,shard_85,1761272734.2735956,0.001450,n=5;t=3
distribute_shares,shard_85,1761272734.2750452,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_85,1761272734.2750452,0.018184,replicated_to=5
encrypt,shard_86,1761272734.3000972,0.002664,rows=3000
save_enc,shard_86,1761272734.3027613,0.001068,3_p2p_storage\shards\shard_86.enc
shamir_split,shard_86,1761272734.3045535,0.000000,n=5;t=3
distribute_shares,shard_86,1761272734.3045535,0.002923,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_86,1761272734.3074765,0.021114,replicated_to=5
encrypt,shard_87,1761272734.3300214,0.001370,rows=3000
save_enc,shard_87,1761272734.3313913,0.000000,3_p2p_storage\shards\shard_87.enc
shamir_split,shard_87,1761272734.3313913,0.000000,n=5;t=3
distribute_shares,shard_87,1761272734.3313913,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_87,1761272734.3361125,0.018638,replicated_to=5
encrypt,shard_88,1761272734.3547502,0.002120,rows=3000
save_enc,shard_88,1761272734.3578684,0.000000,3_p2p_storage\shards\shard_88.enc
shamir_split,shard_88,1761272734.3588731,0.000000,n=5;t=3
distribute_shares,shard_88,1761272734.3588731,0.001299,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_88,1761272734.3601723,0.016597,replicated_to=5
encrypt,shard_89,1761272734.3797345,0.001162,rows=3000
save_enc,shard_89,1761272734.3808968,0.000000,3_p2p_storage\shards\shard_89.enc
shamir_split,shard_89,1761272734.3808968,0.000000,n=5;t=3
distribute_shares,shard_89,1761272734.3808968,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_89,1761272734.3808968,0.024438,replicated_to=5
encrypt,shard_90,1761272734.4064488,0.002084,rows=3000
save_enc,shard_90,1761272734.4085333,0.001001,3_p2p_storage\shards\shard_90.enc
shamir_split,shard_90,1761272734.4095342,0.000000,n=5;t=3
distribute_shares,shard_90,1761272734.4095342,0.002572,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_90,1761272734.4121065,0.020694,replicated_to=5
encrypt,shard_91,1761272734.434126,0.002173,rows=3000
save_enc,shard_91,1761272734.436299,0.001040,3_p2p_storage\shards\shard_91.enc
shamir_split,shard_91,1761272734.43808,0.000000,n=5;t=3
distribute_shares,shard_91,1761272734.43808,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_91,1761272734.43808,0.023931,replicated_to=5
encrypt,shard_92,1761272734.4620109,0.001823,rows=3000
save_enc,shard_92,1761272734.4638336,0.000000,3_p2p_storage\shards\shard_92.enc
shamir_split,shard_92,1761272734.4638336,0.000000,n=5;t=3
distribute_shares,shard_92,1761272734.4686341,0.003202,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_92,1761272734.4728322,0.017626,replicated_to=5
encrypt,shard_93,1761272734.495391,0.002883,rows=3000
save_enc,shard_93,1761272734.498274,0.000000,3_p2p_storage\shards\shard_93.enc
shamir_split,shard_93,1761272734.498274,0.000000,n=5;t=3
distribute_shares,shard_93,1761272734.498274,0.004843,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_93,1761272734.5041456,0.022175,replicated_to=5
encrypt,shard_94,1761272734.5273206,0.001316,rows=3000
save_enc,shard_94,1761272734.5286365,0.000000,3_p2p_storage\shards\shard_94.enc
shamir_split,shard_94,1761272734.5315819,0.000000,n=5;t=3
distribute_shares,shard_94,1761272734.5315819,0.002353,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_94,1761272734.5353155,0.021352,replicated_to=5
encrypt,shard_95,1761272734.5616946,0.001364,rows=3000
save_enc,shard_95,1761272734.5630589,0.001942,3_p2p_storage\shards\shard_95.enc
shamir_split,shard_95,1761272734.5650008,0.000000,n=5;t=3
distribute_shares,shard_95,1761272734.5667596,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_95,1761272734.5667596,0.024644,replicated_to=5
encrypt,shard_96,1761272734.5926554,0.001412,rows=3000
save_enc,shard_96,1761272734.5940678,0.000000,3_p2p_storage\shards\shard_96.enc
shamir_split,shard_96,1761272734.5940678,0.000000,n=5;t=3
distribute_shares,shard_96,1761272734.5940678,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_96,1761272734.5940678,0.030009,replicated_to=5
encrypt,shard_97,1761272734.6240764,0.000000,rows=3000
save_enc,shard_97,1761272734.6240764,0.000000,3_p2p_storage\shards\shard_97.enc
shamir_split,shard_97,1761272734.6240764,0.000000,n=5;t=3
distribute_shares,shard_97,1761272734.6240764,0.008663,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_97,1761272734.6327395,0.025742,replicated_to=5
encrypt,shard_98,1761272734.6584814,0.002558,rows=3000
save_enc,shard_98,1761272734.661039,0.000000,3_p2p_storage\shards\shard_98.enc
shamir_split,shard_98,1761272734.661039,0.000000,n=5;t=3
distribute_shares,shard_98,1761272734.661039,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_98,1761272734.668,0.022820,replicated_to=5
encrypt,shard_99,1761272734.6908197,0.003001,rows=3000
save_enc,shard_99,1761272734.6938212,0.003014,3_p2p_storage\shards\shard_99.enc
shamir_split,shard_99,1761272734.6968353,0.000000,n=5;t=3
distribute_shares,shard_99,1761272734.6968353,0.003672,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_99,1761272734.700507,0.027010,replicated_to=5
encrypt,shard_100,1761272734.7275171,0.002012,rows=3000
save_enc,shard_100,1761272734.7295291,0.000000,3_p2p_storage\shards\shard_100.enc
shamir_split,shard_100,1761272734.7295291,0.000000,n=5;t=3
distribute_shares,shard_100,1761272734.7295291,0.007283,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_100,1761272734.7368119,0.039259,replicated_to=5
encrypt,shard_101,1761272734.776071,0.000000,rows=3000
save_enc,shard_101,1761272734.776071,0.006441,3_p2p_storage\shards\shard_101.enc
shamir_split,shard_101,1761272734.7825122,0.000000,n=5;t=3
distribute_shares,shard_101,1761272734.7825122,0.009042,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_101,1761272734.7926736,0.036995,replicated_to=5
encrypt,shard_102,1761272734.8296685,0.002994,rows=3000
save_enc,shard_102,1761272734.8326628,0.001001,3_p2p_storage\shards\shard_102.enc
shamir_split,shard_102,1761272734.833664,0.001485,n=5;t=3
distribute_shares,shard_102,1761272734.8351493,0.003225,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_102,1761272734.8383746,0.022904,replicated_to=5
encrypt,shard_103,1761272734.8628793,0.001323,rows=3000
save_enc,shard_103,1761272734.8642023,0.000000,3_p2p_storage\shards\shard_103.enc
shamir_split,shard_103,1761272734.8642023,0.000000,n=5;t=3
distribute_shares,shard_103,1761272734.8642023,0.004968,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_103,1761272734.8691702,0.022318,replicated_to=5
encrypt,shard_104,1761272734.8914883,0.003011,rows=3000
save_enc,shard_104,1761272734.8944995,0.000000,3_p2p_storage\shards\shard_104.enc
shamir_split,shard_104,1761272734.8944995,0.000000,n=5;t=3
distribute_shares,shard_104,1761272734.8944995,0.003165,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_104,1761272734.89878,0.019561,replicated_to=5
encrypt,shard_105,1761272734.9194477,0.001962,rows=3000
save_enc,shard_105,1761272734.9219248,0.000000,3_p2p_storage\shards\shard_105.enc
shamir_split,shard_105,1761272734.9219248,0.000000,n=5;t=3
distribute_shares,shard_105,1761272734.9219248,0.003311,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_105,1761272734.9264598,0.017871,replicated_to=5
encrypt,shard_106,1761272734.9455206,0.001581,rows=3000
save_enc,shard_106,1761272734.947102,0.000000,3_p2p_storage\shards\shard_106.enc
shamir_split,shard_106,1761272734.947102,0.000000,n=5;t=3
distribute_shares,shard_106,1761272734.947102,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_106,1761272734.947102,0.024825,replicated_to=5
encrypt,shard_107,1761272734.9750714,0.000000,rows=3000
save_enc,shard_107,1761272734.9750714,0.000000,3_p2p_storage\shards\shard_107.enc
shamir_split,shard_107,1761272734.9750714,0.000000,n=5;t=3
distribute_shares,shard_107,1761272734.9750714,0.004793,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_107,1761272734.9798646,0.020720,replicated_to=5
encrypt,shard_108,1761272735.001755,0.001991,rows=3000
save_enc,shard_108,1761272735.0037463,0.001522,3_p2p_storage\shards\shard_108.enc
shamir_split,shard_108,1761272735.0052683,0.000000,n=5;t=3
distribute_shares,shard_108,1761272735.0052683,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_108,1761272735.0052683,0.024989,replicated_to=5
encrypt,shard_109,1761272735.0302577,0.003115,rows=3000
save_enc,shard_109,1761272735.0333729,0.000000,3_p2p_storage\shards\shard_109.enc
shamir_split,shard_109,1761272735.0333729,0.000000,n=5;t=3
distribute_shares,shard_109,1761272735.0333729,0.005867,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_109,1761272735.03924,0.021911,replicated_to=5
encrypt,shard_110,1761272735.0611508,0.002826,rows=3000
save_enc,shard_110,1761272735.0639772,0.000000,3_p2p_storage\shards\shard_110.enc
shamir_split,shard_110,1761272735.0639772,0.000000,n=5;t=3
distribute_shares,shard_110,1761272735.0639772,0.005124,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_110,1761272735.0691016,0.021210,replicated_to=5
encrypt,shard_111,1761272735.090312,0.000000,rows=3000
save_enc,shard_111,1761272735.090312,0.000000,3_p2p_storage\shards\shard_111.enc
shamir_split,shard_111,1761272735.090312,0.000000,n=5;t=3
distribute_shares,shard_111,1761272735.090312,0.007098,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_111,1761272735.0974097,0.021707,replicated_to=5
encrypt,shard_112,1761272735.1206775,0.001699,rows=3000
save_enc,shard_112,1761272735.1223764,0.002238,3_p2p_storage\shards\shard_112.enc
shamir_split,shard_112,1761272735.1246142,0.000000,n=5;t=3
distribute_shares,shard_112,1761272735.1261108,0.001099,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_112,1761272735.1285918,0.016312,replicated_to=5
encrypt,shard_113,1761272735.1505845,0.001366,rows=3000
save_enc,shard_113,1761272735.1519501,0.002067,3_p2p_storage\shards\shard_113.enc
shamir_split,shard_113,1761272735.155029,0.000000,n=5;t=3
distribute_shares,shard_113,1761272735.1557763,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_113,1761272735.1557763,0.022269,replicated_to=5
encrypt,shard_114,1761272735.1780453,0.003029,rows=3000
save_enc,shard_114,1761272735.1810746,0.000000,3_p2p_storage\shards\shard_114.enc
shamir_split,shard_114,1761272735.1835544,0.000000,n=5;t=3
distribute_shares,shard_114,1761272735.1835544,0.002511,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_114,1761272735.186065,0.022513,replicated_to=5
encrypt,shard_115,1761272735.2095785,0.002001,rows=3000
save_enc,shard_115,1761272735.2115793,0.000000,3_p2p_storage\shards\shard_115.enc
shamir_split,shard_115,1761272735.2115793,0.000000,n=5;t=3
distribute_shares,shard_115,1761272735.2149813,0.001572,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_115,1761272735.216553,0.024691,replicated_to=5
encrypt,shard_116,1761272735.2432215,0.002017,rows=3000
save_enc,shard_116,1761272735.245238,0.002662,3_p2p_storage\shards\shard_116.enc
shamir_split,shard_116,1761272735.2479,0.000000,n=5;t=3
distribute_shares,shard_116,1761272735.2479,0.004032,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_116,1761272735.2519324,0.027379,replicated_to=5
encrypt,shard_117,1761272735.2793117,0.008300,rows=3000
save_enc,shard_117,1761272735.287612,0.001488,3_p2p_storage\shards\shard_117.enc
shamir_split,shard_117,1761272735.2890997,0.002061,n=5;t=3
distribute_shares,shard_117,1761272735.2911606,0.002013,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_117,1761272735.293174,0.029491,replicated_to=5
encrypt,shard_118,1761272735.322665,0.000000,rows=3000
save_enc,shard_118,1761272735.322665,0.000000,3_p2p_storage\shards\shard_118.enc
shamir_split,shard_118,1761272735.322665,0.000000,n=5;t=3
distribute_shares,shard_118,1761272735.322665,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_118,1761272735.322665,0.034753,replicated_to=5
encrypt,shard_119,1761272735.357418,0.000000,rows=3000
save_enc,shard_119,1761272735.357418,0.000000,3_p2p_storage\shards\shard_119.enc
shamir_split,shard_119,1761272735.357418,0.000000,n=5;t=3
distribute_shares,shard_119,1761272735.357418,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_119,1761272735.357418,0.031284,replicated_to=5
encrypt,shard_120,1761272735.3887017,0.000000,rows=3000
save_enc,shard_120,1761272735.3887017,0.000000,3_p2p_storage\shards\shard_120.enc
shamir_split,shard_120,1761272735.3887017,0.000000,n=5;t=3
distribute_shares,shard_120,1761272735.3887017,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_120,1761272735.3979506,0.017010,replicated_to=5
encrypt,shard_121,1761272735.416208,0.000508,rows=3000
save_enc,shard_121,1761272735.4167159,0.000000,3_p2p_storage\shards\shard_121.enc
shamir_split,shard_121,1761272735.4167159,0.000000,n=5;t=3
distribute_shares,shard_121,1761272735.4167159,0.004372,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_121,1761272735.4210875,0.016709,replicated_to=5
encrypt,shard_122,1761272735.4388282,0.001729,rows=3000
save_enc,shard_122,1761272735.4405568,0.001104,3_p2p_storage\shards\shard_122.enc
shamir_split,shard_122,1761272735.4416606,0.001015,n=5;t=3
distribute_shares,shard_122,1761272735.4426754,0.001355,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_122,1761272735.44403,0.016762,replicated_to=5
encrypt,shard_123,1761272735.4621463,0.000000,rows=3000
save_enc,shard_123,1761272735.4621463,0.000000,3_p2p_storage\shards\shard_123.enc
shamir_split,shard_123,1761272735.4621463,0.000000,n=5;t=3
distribute_shares,shard_123,1761272735.4621463,0.004990,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_123,1761272735.467136,0.020617,replicated_to=5
encrypt,shard_124,1761272735.489255,0.002014,rows=3000
save_enc,shard_124,1761272735.4912694,0.001305,3_p2p_storage\shards\shard_124.enc
shamir_split,shard_124,1761272735.4925747,0.000000,n=5;t=3
distribute_shares,shard_124,1761272735.4935744,0.002000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_124,1761272735.495574,0.016618,replicated_to=5
encrypt,shard_125,1761272735.5143178,0.000000,rows=3000
save_enc,shard_125,1761272735.5143178,0.002508,3_p2p_storage\shards\shard_125.enc
shamir_split,shard_125,1761272735.516826,0.000000,n=5;t=3
distribute_shares,shard_125,1761272735.516826,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_125,1761272735.516826,0.023135,replicated_to=5
encrypt,shard_126,1761272735.539961,0.002268,rows=3000
save_enc,shard_126,1761272735.5437045,0.000000,3_p2p_storage\shards\shard_126.enc
shamir_split,shard_126,1761272735.545117,0.000000,n=5;t=3
distribute_shares,shard_126,1761272735.545117,0.001403,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_126,1761272735.5465198,0.021135,replicated_to=5
encrypt,shard_127,1761272735.5689223,0.000000,rows=3000
save_enc,shard_127,1761272735.571269,0.001141,3_p2p_storage\shards\shard_127.enc
shamir_split,shard_127,1761272735.5729918,0.000000,n=5;t=3
distribute_shares,shard_127,1761272735.5729918,0.002315,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_127,1761272735.575307,0.025110,replicated_to=5
encrypt,shard_128,1761272735.6019218,0.001248,rows=3000
save_enc,shard_128,1761272735.6047378,0.000000,3_p2p_storage\shards\shard_128.enc
shamir_split,shard_128,1761272735.6062732,0.000000,n=5;t=3
distribute_shares,shard_128,1761272735.6062732,0.001996,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_128,1761272735.6082687,0.020057,replicated_to=5
encrypt,shard_129,1761272735.6297972,0.001280,rows=3000
save_enc,shard_129,1761272735.6310775,0.000000,3_p2p_storage\shards\shard_129.enc
shamir_split,shard_129,1761272735.6310775,0.000000,n=5;t=3
distribute_shares,shard_129,1761272735.6310775,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_129,1761272735.6310775,0.024822,replicated_to=5
encrypt,shard_130,1761272735.6567051,0.002109,rows=3000
save_enc,shard_130,1761272735.6598115,0.001004,3_p2p_storage\shards\shard_130.enc
shamir_split,shard_130,1761272735.6608157,0.001004,n=5;t=3
distribute_shares,shard_130,1761272735.6618192,0.001296,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_130,1761272735.6631155,0.020088,replicated_to=5
encrypt,shard_131,1761272735.6843624,0.001980,rows=3000
save_enc,shard_131,1761272735.6863427,0.000000,3_p2p_storage\shards\shard_131.enc
shamir_split,shard_131,1761272735.6881108,0.000000,n=5;t=3
distribute_shares,shard_131,1761272735.6881108,0.002261,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_131,1761272735.691625,0.020146,replicated_to=5
encrypt,shard_132,1761272735.7129183,0.001720,rows=3000
save_enc,shard_132,1761272735.7146387,0.000000,3_p2p_storage\shards\shard_132.enc
shamir_split,shard_132,1761272735.7146387,0.002510,n=5;t=3
distribute_shares,shard_132,1761272735.7171488,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_132,1761272735.7171488,0.020821,replicated_to=5
encrypt,shard_133,1761272735.7391994,0.000561,rows=3000
