stage,shard_id,start_ts,duration_s,notes
save_enc,shard_133,1761272735.7397602,0.003552,3_p2p_storage\shards\shard_133.enc
shamir_split,shard_133,1761272735.7433126,0.000000,n=5;t=3
distribute_shares,shard_133,1761272735.7433126,0.002550,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_133,1761272735.7458625,0.029839,replicated_to=5
encrypt,shard_134,1761272735.775701,0.003876,rows=3000
save_enc,shard_134,1761272735.7824888,0.002017,3_p2p_storage\shards\shard_134.enc
shamir_split,shard_134,1761272735.7845054,0.000000,n=5;t=3
distribute_shares,shard_134,1761272735.7862003,0.004120,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_134,1761272735.7903202,0.032420,replicated_to=5
encrypt,shard_135,1761272735.8230865,0.000000,rows=3000
save_enc,shard_135,1761272735.8230865,0.000000,3_p2p_storage\shards\shard_135.enc
shamir_split,shard_135,1761272735.8230865,0.000000,n=5;t=3
distribute_shares,shard_135,1761272735.8230865,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_135,1761272735.8230865,0.030967,replicated_to=5
encrypt,shard_136,1761272735.8550053,0.001325,rows=3000
save_enc,shard_136,1761272735.8563304,0.000000,3_p2p_storage\shards\shard_136.enc
shamir_split,shard_136,1761272735.8563304,0.000000,n=5;t=3
distribute_shares,shard_136,1761272735.8563304,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_136,1761272735.8563304,0.021935,replicated_to=5
encrypt,shard_137,1761272735.8782651,0.002860,rows=3000
save_enc,shard_137,1761272735.8811252,0.000000,3_p2p_storage\shards\shard_137.enc
shamir_split,shard_137,1761272735.8811252,0.000000,n=5;t=3
distribute_shares,shard_137,1761272735.8811252,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_137,1761272735.8811252,0.023996,replicated_to=5
encrypt,shard_138,1761272735.9062715,0.000820,rows=3000
save_enc,shard_138,1761272735.9089236,0.000000,3_p2p_storage\shards\shard_138.enc
shamir_split,shard_138,1761272735.9089236,0.000000,n=5;t=3
distribute_shares,shard_138,1761272735.9089236,0.003814,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_138,1761272735.9127376,0.017351,replicated_to=5
encrypt,shard_139,1761272735.9300883,0.008417,rows=3000
save_enc,shard_139,1761272735.9399543,0.000000,3_p2p_storage\shards\shard_139.enc
shamir_split,shard_139,1761272735.9399543,0.000000,n=5;t=3
distribute_shares,shard_139,1761272735.941903,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_139,1761272735.941903,0.019392,replicated_to=5
encrypt,shard_140,1761272735.9627237,0.001256,rows=3000
save_enc,shard_140,1761272735.9639797,0.000000,3_p2p_storage\shards\shard_140.enc
shamir_split,shard_140,1761272735.9639797,0.000000,n=5;t=3
distribute_shares,shard_140,1761272735.9639797,0.003572,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_140,1761272735.969146,0.020913,replicated_to=5
encrypt,shard_141,1761272735.9900594,0.001713,rows=3000
save_enc,shard_141,1761272735.9917727,0.000000,3_p2p_storage\shards\shard_141.enc
shamir_split,shard_141,1761272735.9917727,0.000000,n=5;t=3
distribute_shares,shard_141,1761272735.9917727,0.005447,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_141,1761272735.9972196,0.021614,replicated_to=5
encrypt,shard_142,1761272736.0188334,0.003117,rows=3000
save_enc,shard_142,1761272736.0230162,0.000372,3_p2p_storage\shards\shard_142.enc
shamir_split,shard_142,1761272736.023388,0.002117,n=5;t=3
distribute_shares,shard_142,1761272736.0255048,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_142,1761272736.028601,0.020132,replicated_to=5
encrypt,shard_143,1761272736.0514762,0.000507,rows=3000
save_enc,shard_143,1761272736.0519836,0.000000,3_p2p_storage\shards\shard_143.enc
shamir_split,shard_143,1761272736.0551271,0.000000,n=5;t=3
distribute_shares,shard_143,1761272736.0551271,0.003328,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_143,1761272736.0584552,0.015302,replicated_to=5
encrypt,shard_144,1761272736.0785415,0.001139,rows=3000
save_enc,shard_144,1761272736.0796807,0.000000,3_p2p_storage\shards\shard_144.enc
shamir_split,shard_144,1761272736.0796807,0.000000,n=5;t=3
distribute_shares,shard_144,1761272736.0796807,0.004935,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_144,1761272736.0846155,0.022513,replicated_to=5
encrypt,shard_145,1761272736.1071284,0.000000,rows=3000
save_enc,shard_145,1761272736.1071284,0.000000,3_p2p_storage\shards\shard_145.enc
shamir_split,shard_145,1761272736.1071284,0.000000,n=5;t=3
distribute_shares,shard_145,1761272736.1071284,0.000000,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_145,1761272736.1071284,0.032737,replicated_to=5
encrypt,shard_146,1761272736.1403773,0.000000,rows=1307
save_enc,shard_146,1761272736.1403773,0.002246,3_p2p_storage\shards\shard_146.enc
shamir_split,shard_146,1761272736.1426232,0.000000,n=5;t=3
distribute_shares,shard_146,1761272736.1426232,0.003087,nodes=['node1'; 'node2'; 'node3'; 'node4'; 'node5']
replicate,shard_146,1761272736.1457098,0.018374,replicated_to=5
merkle_ledger,-,1761272736.1640835,0.022730,merkle_root=b5fe0a60d00a9cc89dd1fcf6fd988be7e173bfddb9ad53bfbb212def3c026a3a
retrieve_decrypt,shard_0,1761272736.186813,0.037274,rows=3000
local_train,shard_0,1761272736.2240872,0.026871,trained=yes;n=3000
retrieve_decrypt,shard_1,1761272736.2520068,0.038380,rows=3000
local_train,shard_1,1761272736.2903872,0.022184,trained=yes;n=3000
retrieve_decrypt,shard_2,1761272736.3125708,0.033432,rows=3000
local_train,shard_2,1761272736.3460033,0.012881,trained=yes;n=3000
retrieve_decrypt,shard_3,1761272736.3588846,0.037278,rows=3000
local_train,shard_3,1761272736.4059298,0.001459,trained=yes;n=3000
retrieve_decrypt,shard_4,1761272736.4177651,0.039641,rows=3000
local_train,shard_4,1761272736.4574058,0.027053,trained=yes;n=3000
retrieve_decrypt,shard_5,1761272736.4844584,0.044863,rows=3000
local_train,shard_5,1761272736.529322,0.014610,trained=yes;n=3000
retrieve_decrypt,shard_6,1761272736.5439315,0.048663,rows=3000
local_train,shard_6,1761272736.5925941,0.016761,trained=yes;n=3000
retrieve_decrypt,shard_7,1761272736.6093552,0.056866,rows=3000
local_train,shard_7,1761272736.6680384,0.011909,trained=yes;n=3000
retrieve_decrypt,shard_8,1761272736.679947,0.044656,rows=3000
local_train,shard_8,1761272736.7246027,0.020244,trained=yes;n=3000
retrieve_decrypt,shard_9,1761272736.7448463,0.046528,rows=3000
local_train,shard_9,1761272736.7913747,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_10,1761272736.7913747,0.049978,rows=3000
local_train,shard_10,1761272736.841353,0.016243,trained=yes;n=3000
retrieve_decrypt,shard_11,1761272736.8575954,0.050383,rows=3000
local_train,shard_11,1761272736.9186444,0.016315,trained=yes;n=3000
retrieve_decrypt,shard_12,1761272736.9349597,0.039952,rows=3000
local_train,shard_12,1761272736.9749115,0.019726,trained=yes;n=3000
retrieve_decrypt,shard_13,1761272736.995639,0.034830,rows=3000
local_train,shard_13,1761272737.0401835,0.001635,trained=yes;n=3000
retrieve_decrypt,shard_14,1761272737.0418181,0.051194,rows=3000
local_train,shard_14,1761272737.0930123,0.014919,trained=yes;n=3000
retrieve_decrypt,shard_15,1761272737.1079314,0.050945,rows=3000
local_train,shard_15,1761272737.1588767,0.009769,trained=yes;n=3000
retrieve_decrypt,shard_16,1761272737.1686456,0.050380,rows=3000
local_train,shard_16,1761272737.2190256,0.005703,trained=yes;n=3000
retrieve_decrypt,shard_17,1761272737.2247283,0.053416,rows=3000
local_train,shard_17,1761272737.278144,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_18,1761272737.290498,0.034873,rows=3000
local_train,shard_18,1761272737.3253706,0.019673,trained=yes;n=3000
retrieve_decrypt,shard_19,1761272737.345044,0.047097,rows=3000
local_train,shard_19,1761272737.3921406,0.015183,trained=yes;n=3000
retrieve_decrypt,shard_20,1761272737.408864,0.034647,rows=3000
local_train,shard_20,1761272737.4435108,0.019638,trained=yes;n=3000
retrieve_decrypt,shard_21,1761272737.4631488,0.046037,rows=3000
local_train,shard_21,1761272737.5091858,0.010161,trained=yes;n=3000
retrieve_decrypt,shard_22,1761272737.5193467,0.041731,rows=3000
local_train,shard_22,1761272737.5610778,0.014277,trained=yes;n=3000
retrieve_decrypt,shard_23,1761272737.5753553,0.050319,rows=3000
local_train,shard_23,1761272737.6256742,0.016509,trained=yes;n=3000
retrieve_decrypt,shard_24,1761272737.643181,0.047973,rows=3000
local_train,shard_24,1761272737.692166,0.002354,trained=yes;n=3000
retrieve_decrypt,shard_25,1761272737.6945202,0.049277,rows=3000
local_train,shard_25,1761272737.743797,0.019922,trained=yes;n=3000
retrieve_decrypt,shard_26,1761272737.7647147,0.044668,rows=3000
local_train,shard_26,1761272737.8093824,0.016889,trained=yes;n=3000
retrieve_decrypt,shard_27,1761272737.8272867,0.049122,rows=3000
local_train,shard_27,1761272737.876409,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_28,1761272737.876409,0.051551,rows=3000
local_train,shard_28,1761272737.9279604,0.015627,trained=yes;n=3000
retrieve_decrypt,shard_29,1761272737.9446278,0.037587,rows=3000
local_train,shard_29,1761272737.9822145,0.013728,trained=yes;n=3000
retrieve_decrypt,shard_30,1761272737.9959424,0.048977,rows=3000
local_train,shard_30,1761272738.0449193,0.014780,trained=yes;n=3000
retrieve_decrypt,shard_31,1761272738.06085,0.047636,rows=3000
local_train,shard_31,1761272738.1095555,0.002421,trained=yes;n=3000
retrieve_decrypt,shard_32,1761272738.1196628,0.045770,rows=3000
local_train,shard_32,1761272738.1654332,0.012647,trained=yes;n=3000
retrieve_decrypt,shard_33,1761272738.1791012,0.048895,rows=3000
local_train,shard_33,1761272738.227996,0.015330,trained=yes;n=3000
retrieve_decrypt,shard_34,1761272738.243326,0.046111,rows=3000
local_train,shard_34,1761272738.2904356,0.007821,trained=yes;n=3000
retrieve_decrypt,shard_35,1761272738.2982569,0.061812,rows=3000
local_train,shard_35,1761272738.3600688,0.021801,trained=yes;n=3000
retrieve_decrypt,shard_36,1761272738.3818703,0.045171,rows=3000
local_train,shard_36,1761272738.4270418,0.015152,trained=yes;n=3000
retrieve_decrypt,shard_37,1761272738.4434023,0.035799,rows=3000
local_train,shard_37,1761272738.479201,0.014260,trained=yes;n=3000
retrieve_decrypt,shard_38,1761272738.4934611,0.050353,rows=3000
local_train,shard_38,1761272738.543814,0.021818,trained=yes;n=3000
retrieve_decrypt,shard_39,1761272738.5656323,0.045013,rows=3000
local_train,shard_39,1761272738.6106455,0.017760,trained=yes;n=3000
retrieve_decrypt,shard_40,1761272738.6294076,0.048136,rows=3000
local_train,shard_40,1761272738.677544,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_41,1761272738.677544,0.051328,rows=3000
local_train,shard_41,1761272738.7288723,0.015498,trained=yes;n=3000
retrieve_decrypt,shard_42,1761272738.7453911,0.037467,rows=3000
local_train,shard_42,1761272738.782858,0.019444,trained=yes;n=3000
retrieve_decrypt,shard_43,1761272738.8034036,0.040972,rows=3000
local_train,shard_43,1761272738.8443754,0.020183,trained=yes;n=3000
retrieve_decrypt,shard_44,1761272738.8655543,0.045896,rows=3000
local_train,shard_44,1761272738.9135008,0.006984,trained=yes;n=3000
retrieve_decrypt,shard_45,1761272738.9204853,0.043795,rows=3000
local_train,shard_45,1761272738.9642801,0.019482,trained=yes;n=3000
retrieve_decrypt,shard_46,1761272738.9837623,0.044236,rows=3000
local_train,shard_46,1761272739.0279984,0.021009,trained=yes;n=3000
retrieve_decrypt,shard_47,1761272739.0490077,0.046054,rows=3000
local_train,shard_47,1761272739.0950615,0.003079,trained=yes;n=3000
retrieve_decrypt,shard_48,1761272739.098141,0.046626,rows=3000
local_train,shard_48,1761272739.144767,0.018589,trained=yes;n=3000
retrieve_decrypt,shard_49,1761272739.1633558,0.048505,rows=3000
local_train,shard_49,1761272739.2132246,0.007403,trained=yes;n=3000
retrieve_decrypt,shard_50,1761272739.2206278,0.043177,rows=3000
local_train,shard_50,1761272739.263805,0.019916,trained=yes;n=3000
retrieve_decrypt,shard_51,1761272739.2837212,0.046502,rows=3000
local_train,shard_51,1761272739.3302228,0.014853,trained=yes;n=3000
retrieve_decrypt,shard_52,1761272739.3461485,0.037832,rows=3000
local_train,shard_52,1761272739.3839803,0.011178,trained=yes;n=3000
retrieve_decrypt,shard_53,1761272739.3951585,0.050078,rows=3000
local_train,shard_53,1761272739.4452364,0.016532,trained=yes;n=3000
retrieve_decrypt,shard_54,1761272739.4617689,0.048723,rows=3000
local_train,shard_54,1761272739.5114994,0.009640,trained=yes;n=3000
retrieve_decrypt,shard_55,1761272739.521139,0.040895,rows=3000
local_train,shard_55,1761272739.5620341,0.015227,trained=yes;n=3000
retrieve_decrypt,shard_56,1761272739.578277,0.043073,rows=3000
local_train,shard_56,1761272739.6213498,0.006928,trained=yes;n=3000
retrieve_decrypt,shard_57,1761272739.6282778,0.049415,rows=3000
local_train,shard_57,1761272739.6787055,0.010751,trained=yes;n=3000
retrieve_decrypt,shard_58,1761272739.6894567,0.040767,rows=3000
local_train,shard_58,1761272739.7302237,0.019423,trained=yes;n=3000
retrieve_decrypt,shard_59,1761272739.7509387,0.045149,rows=3000
local_train,shard_59,1761272739.7960873,0.003105,trained=yes;n=3000
retrieve_decrypt,shard_60,1761272739.799192,0.047915,rows=3000
local_train,shard_60,1761272739.8471065,0.019683,trained=yes;n=3000
retrieve_decrypt,shard_61,1761272739.8677893,0.046105,rows=3000
local_train,shard_61,1761272739.9138947,0.007679,trained=yes;n=3000
retrieve_decrypt,shard_62,1761272739.921574,0.040628,rows=3000
local_train,shard_62,1761272739.9622018,0.019110,trained=yes;n=3000
retrieve_decrypt,shard_63,1761272739.9823108,0.047089,rows=3000
local_train,shard_63,1761272740.0293999,0.001877,trained=yes;n=3000
retrieve_decrypt,shard_64,1761272740.0312765,0.048084,rows=3000
local_train,shard_64,1761272740.0793602,0.016788,trained=yes;n=3000
retrieve_decrypt,shard_65,1761272740.0972111,0.047542,rows=3000
local_train,shard_65,1761272740.144753,0.003663,trained=yes;n=3000
retrieve_decrypt,shard_66,1761272740.148416,0.049248,rows=3000
local_train,shard_66,1761272740.1976635,0.015194,trained=yes;n=3000
retrieve_decrypt,shard_67,1761272740.2139149,0.038094,rows=3000
local_train,shard_67,1761272740.2520092,0.014433,trained=yes;n=3000
retrieve_decrypt,shard_68,1761272740.2664423,0.046819,rows=3000
local_train,shard_68,1761272740.3132615,0.008756,trained=yes;n=3000
retrieve_decrypt,shard_69,1761272740.322018,0.042536,rows=3000
local_train,shard_69,1761272740.364554,0.016533,trained=yes;n=3000
retrieve_decrypt,shard_70,1761272740.3810868,0.048784,rows=3000
local_train,shard_70,1761272740.4298708,0.015280,trained=yes;n=3000
retrieve_decrypt,shard_71,1761272740.4451506,0.040234,rows=3000
local_train,shard_71,1761272740.4853847,0.014775,trained=yes;n=3000
retrieve_decrypt,shard_72,1761272740.5001593,0.045219,rows=3000
local_train,shard_72,1761272740.546975,0.003214,trained=yes;n=3000
retrieve_decrypt,shard_73,1761272740.550189,0.053954,rows=3000
local_train,shard_73,1761272740.6041434,0.010433,trained=yes;n=3000
retrieve_decrypt,shard_74,1761272740.6145763,0.049016,rows=3000
local_train,shard_74,1761272740.663592,0.001754,trained=yes;n=3000
retrieve_decrypt,shard_75,1761272740.665346,0.050286,rows=3000
local_train,shard_75,1761272740.7156322,0.006933,trained=yes;n=3000
retrieve_decrypt,shard_76,1761272740.722565,0.041218,rows=3000
local_train,shard_76,1761272740.7637832,0.021744,trained=yes;n=3000
retrieve_decrypt,shard_77,1761272740.785527,0.046417,rows=3000
local_train,shard_77,1761272740.831944,0.006593,trained=yes;n=3000
retrieve_decrypt,shard_78,1761272740.8385365,0.042104,rows=3000
local_train,shard_78,1761272740.8806405,0.018906,trained=yes;n=3000
retrieve_decrypt,shard_79,1761272740.9005451,0.045431,rows=3000
local_train,shard_79,1761272740.946987,0.000583,trained=yes;n=3000
retrieve_decrypt,shard_80,1761272740.94757,0.051743,rows=3000
local_train,shard_80,1761272740.9993129,0.019296,trained=yes;n=3000
retrieve_decrypt,shard_81,1761272741.018609,0.044143,rows=3000
local_train,shard_81,1761272741.0627522,0.001722,trained=yes;n=3000
retrieve_decrypt,shard_82,1761272741.0644739,0.049985,rows=3000
local_train,shard_82,1761272741.114459,0.009123,trained=yes;n=3000
retrieve_decrypt,shard_83,1761272741.123582,0.042351,rows=3000
local_train,shard_83,1761272741.1659334,0.017291,trained=yes;n=3000
retrieve_decrypt,shard_84,1761272741.183224,0.047519,rows=3000
local_train,shard_84,1761272741.2307427,0.002380,trained=yes;n=3000
retrieve_decrypt,shard_85,1761272741.2331228,0.050823,rows=3000
local_train,shard_85,1761272741.2839463,0.002156,trained=yes;n=3000
retrieve_decrypt,shard_86,1761272741.2861025,0.046681,rows=3000
local_train,shard_86,1761272741.3327837,0.014786,trained=yes;n=3000
retrieve_decrypt,shard_87,1761272741.34757,0.050879,rows=3000
local_train,shard_87,1761272741.3984494,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_88,1761272741.3984494,0.051030,rows=3000
local_train,shard_88,1761272741.4494796,0.002865,trained=yes;n=3000
retrieve_decrypt,shard_89,1761272741.4523447,0.047455,rows=3000
local_train,shard_89,1761272741.4997997,0.016419,trained=yes;n=3000
retrieve_decrypt,shard_90,1761272741.516219,0.037671,rows=3000
local_train,shard_90,1761272741.55389,0.012738,trained=yes;n=3000
retrieve_decrypt,shard_91,1761272741.566628,0.048207,rows=3000
local_train,shard_91,1761272741.615439,0.007685,trained=yes;n=3000
retrieve_decrypt,shard_92,1761272741.6231236,0.043453,rows=3000
local_train,shard_92,1761272741.666577,0.009053,trained=yes;n=3000
retrieve_decrypt,shard_93,1761272741.6756299,0.047754,rows=3000
local_train,shard_93,1761272741.7233841,0.010509,trained=yes;n=3000
retrieve_decrypt,shard_94,1761272741.7348912,0.045658,rows=3000
local_train,shard_94,1761272741.7822573,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_95,1761272741.7822573,0.051838,rows=3000
local_train,shard_95,1761272741.8340955,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_96,1761272741.8340955,0.048609,rows=3000
local_train,shard_96,1761272741.8827047,0.015644,trained=yes;n=3000
retrieve_decrypt,shard_97,1761272741.8983486,0.051834,rows=3000
local_train,shard_97,1761272741.9501824,0.008727,trained=yes;n=3000
retrieve_decrypt,shard_98,1761272741.9589093,0.041772,rows=3000
local_train,shard_98,1761272742.0006812,0.014525,trained=yes;n=3000
retrieve_decrypt,shard_99,1761272742.015206,0.050648,rows=3000
local_train,shard_99,1761272742.0658543,0.002143,trained=yes;n=3000
retrieve_decrypt,shard_100,1761272742.0679972,0.047785,rows=3000
local_train,shard_100,1761272742.1241186,0.009227,trained=yes;n=3000
retrieve_decrypt,shard_101,1761272742.1333451,0.049379,rows=3000
local_train,shard_101,1761272742.1827242,0.007711,trained=yes;n=3000
retrieve_decrypt,shard_102,1761272742.1904352,0.043434,rows=3000
local_train,shard_102,1761272742.2338688,0.015305,trained=yes;n=3000
retrieve_decrypt,shard_103,1761272742.2491736,0.039355,rows=3000
local_train,shard_103,1761272742.288529,0.014603,trained=yes;n=3000
retrieve_decrypt,shard_104,1761272742.3031318,0.047599,rows=3000
local_train,shard_104,1761272742.350731,0.014923,trained=yes;n=3000
retrieve_decrypt,shard_105,1761272742.3661652,0.039117,rows=3000
local_train,shard_105,1761272742.4052825,0.014593,trained=yes;n=3000
retrieve_decrypt,shard_106,1761272742.423085,0.043384,rows=3000
local_train,shard_106,1761272742.4664693,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_107,1761272742.4664693,0.051281,rows=3000
local_train,shard_107,1761272742.5177507,0.007318,trained=yes;n=3000
retrieve_decrypt,shard_108,1761272742.5250688,0.043147,rows=3000
local_train,shard_108,1761272742.5682154,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_109,1761272742.5682154,0.057616,rows=3000
local_train,shard_109,1761272742.625831,0.009979,trained=yes;n=3000
retrieve_decrypt,shard_110,1761272742.63581,0.050679,rows=3000
local_train,shard_110,1761272742.6905437,0.009621,trained=yes;n=3000
retrieve_decrypt,shard_111,1761272742.7001646,0.038573,rows=3000
local_train,shard_111,1761272742.7387373,0.016791,trained=yes;n=3000
retrieve_decrypt,shard_112,1761272742.7555287,0.045086,rows=3000
local_train,shard_112,1761272742.8026977,0.001486,trained=yes;n=3000
retrieve_decrypt,shard_113,1761272742.8041835,0.046035,rows=3000
local_train,shard_113,1761272742.8502185,0.017655,trained=yes;n=3000
retrieve_decrypt,shard_114,1761272742.8688762,0.046670,rows=3000
local_train,shard_114,1761272742.9165616,0.000607,trained=yes;n=3000
retrieve_decrypt,shard_115,1761272742.9264624,0.040450,rows=3000
local_train,shard_115,1761272742.9669127,0.015288,trained=yes;n=3000
retrieve_decrypt,shard_116,1761272742.983372,0.043227,rows=3000
local_train,shard_116,1761272743.032369,0.001013,trained=yes;n=3000
retrieve_decrypt,shard_117,1761272743.0333815,0.050586,rows=3000
local_train,shard_117,1761272743.0839672,0.008112,trained=yes;n=3000
retrieve_decrypt,shard_118,1761272743.0920794,0.041528,rows=3000
local_train,shard_118,1761272743.1336076,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_119,1761272743.1336076,0.057186,rows=3000
local_train,shard_119,1761272743.1907933,0.011915,trained=yes;n=3000
retrieve_decrypt,shard_120,1761272743.203707,0.035810,rows=3000
local_train,shard_120,1761272743.2493536,0.007451,trained=yes;n=3000
retrieve_decrypt,shard_121,1761272743.256805,0.044157,rows=3000
local_train,shard_121,1761272743.3009622,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_122,1761272743.3009622,0.049922,rows=3000
local_train,shard_122,1761272743.3508844,0.021642,trained=yes;n=3000
retrieve_decrypt,shard_123,1761272743.3725264,0.046562,rows=3000
local_train,shard_123,1761272743.4190884,0.013687,trained=yes;n=3000
retrieve_decrypt,shard_124,1761272743.4339051,0.041889,rows=3000
local_train,shard_124,1761272743.4830585,0.005597,trained=yes;n=3000
retrieve_decrypt,shard_125,1761272743.4886558,0.045919,rows=3000
local_train,shard_125,1761272743.5345745,0.002522,trained=yes;n=3000
retrieve_decrypt,shard_126,1761272743.537096,0.048719,rows=3000
local_train,shard_126,1761272743.5858152,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_127,1761272743.599776,0.040369,rows=3000
local_train,shard_127,1761272743.6401448,0.011510,trained=yes;n=3000
retrieve_decrypt,shard_128,1761272743.6527252,0.038593,rows=3000
local_train,shard_128,1761272743.6913183,0.010123,trained=yes;n=3000
retrieve_decrypt,shard_129,1761272743.701441,0.051497,rows=3000
local_train,shard_129,1761272743.754598,0.008974,trained=yes;n=3000
retrieve_decrypt,shard_130,1761272743.7635717,0.039967,rows=3000
local_train,shard_130,1761272743.8035388,0.017046,trained=yes;n=3000
retrieve_decrypt,shard_131,1761272743.820585,0.062989,rows=3000
local_train,shard_131,1761272743.8835745,0.001742,trained=yes;n=3000
retrieve_decrypt,shard_132,1761272743.8853166,0.049759,rows=3000
local_train,shard_132,1761272743.9350758,0.003052,trained=yes;n=3000
retrieve_decrypt,shard_133,1761272743.9381282,0.047109,rows=3000
local_train,shard_133,1761272743.9852374,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_134,1761272744.0003924,0.040242,rows=3000
local_train,shard_134,1761272744.0406349,0.014487,trained=yes;n=3000
retrieve_decrypt,shard_135,1761272744.0561209,0.034578,rows=3000
local_train,shard_135,1761272744.1006517,0.005599,trained=yes;n=3000
retrieve_decrypt,shard_136,1761272744.1088727,0.044759,rows=3000
local_train,shard_136,1761272744.1536314,0.002433,trained=yes;n=3000
retrieve_decrypt,shard_137,1761272744.1560647,0.046203,rows=3000
local_train,shard_137,1761272744.202268,0.022028,trained=yes;n=3000
retrieve_decrypt,shard_138,1761272744.224296,0.046059,rows=3000
local_train,shard_138,1761272744.2703555,0.005130,trained=yes;n=3000
retrieve_decrypt,shard_139,1761272744.2754853,0.052074,rows=3000
local_train,shard_139,1761272744.3275595,0.011166,trained=yes;n=3000
retrieve_decrypt,shard_140,1761272744.3387253,0.045609,rows=3000
local_train,shard_140,1761272744.3853414,0.000690,trained=yes;n=3000
retrieve_decrypt,shard_141,1761272744.3860319,0.049906,rows=3000
local_train,shard_141,1761272744.4359384,0.000000,trained=yes;n=3000
retrieve_decrypt,shard_142,1761272744.451089,0.040805,rows=3000
local_train,shard_142,1761272744.4918935,0.002144,trained=yes;n=3000
retrieve_decrypt,shard_143,1761272744.4940379,0.041884,rows=3000
local_train,shard_143,1761272744.5359218,0.018762,trained=yes;n=3000
retrieve_decrypt,shard_144,1761272744.554684,0.036947,rows=3000
local_train,shard_144,1761272744.6013598,0.001825,trained=yes;n=3000
retrieve_decrypt,shard_145,1761272744.6031845,0.050915,rows=3000
local_train,shard_145,1761272744.6541,0.002114,trained=yes;n=3000
retrieve_decrypt,shard_146,1761272744.656214,0.049143,rows=1307
local_train,shard_146,1761272744.7053573,0.011700,trained=yes;n=1307
fedavg,-,1761272744.718128,0.000000,has_update=True
